season,player,position,age,team,games,player_efficiency_rating,points,rebounds,assists,steals,blocks
2017,Montrezl Harrell,C,23,HOU,58,19.2,527,219,64,20,42
2017,Myles Turner,C,20,IND,81,18.5,1173,587,106,74,173
2017,Nemanja Bjelica,PF,28,MIN,65,11,403,244,79,40,20
2017,Nene Hilario,C,34,HOU,67,18.9,609,281,65,56,40
2017,Nerlens Noel,C,22,PHI,29,20.8,257,144,30,43,26
2017,Nerlens Noel,C,22,DAL,22,19.9,188,150,20,22,25
2017,Nick Collison,PF,36,OKC,20,12.8,33,30,12,2,2
2017,Nick Young,SG,31,LAL,60,14.1,791,137,58,37,14
2017,Nicolas Batum,SG,28,CHO,77,15.8,1164,481,455,86,29
2017,Nicolas Brussino,SF,23,DAL,54,10.7,150,95,47,17,8
2017,Nicolas Laprovittola,PG,27,SAS,18,8.4,59,10,28,4,1
2017,Nik Stauskas,SG,23,PHI,80,9,756,226,188,45,32
2017,Nikola Jokic,C,21,DEN,73,26.4,1221,718,359,61,56
2017,Nikola Mirotic,PF,25,CHI,70,14.5,744,384,75,53,56
2017,Nikola Vucevic,C,26,ORL,75,19.1,1096,779,208,77,74
2017,Noah Vonleh,PF,21,POR,74,10.8,327,387,31,30,27
2017,Norman Powell,SG,23,TOR,76,14,636,168,82,51,14
2017,Norris Cole,PG,28,OKC,13,5.4,43,11,14,8,0
2017,Okaro White,PF,24,MIA,35,7.5,98,82,21,10,10
2017,Omer Asik,C,30,NOP,31,9.8,85,163,15,5,10
2017,Omri Casspi,SF,28,SAC,22,11.4,129,90,26,10,1
2017,Omri Casspi,SF,28,NOP,1,10,12,2,0,0,0
2017,Omri Casspi,SF,28,MIN,13,7.3,45,20,11,13,2
2017,Otto Porter,SF,23,WAS,80,17.3,1075,515,121,116,41
2017,P.J. Tucker,SF,31,PHO,57,10.6,401,343,73,85,14
2017,P.J. Tucker,SF,31,TOR,24,10.4,139,129,26,31,5
2017,Pascal Siakam,PF,22,TOR,55,11.5,229,185,17,26,45
2017,Pat Connaughton,SG,24,POR,39,11.8,98,52,28,6,2
2017,Patricio Garino,SG,23,ORL,5,-9.2,0,7,0,0,0
2017,Patrick Beverley,SG,28,HOU,67,13,639,394,281,99,25
2017,Patrick McCaw,SG,21,GSW,71,8.6,282,101,77,32,15
2017,Patrick Patterson,PF,27,TOR,65,10.8,445,291,76,40,23
2017,Patty Mills,PG,28,SAS,80,15.2,759,142,280,65,3
2017,Pau Gasol,C,36,SAS,64,20.2,792,501,150,24,70
2017,Paul George,SF,26,IND,75,20.2,1775,492,251,117,27
2017,Paul Millsap,PF,31,ATL,69,17.8,1246,533,252,90,62
2017,Paul Pierce,SF,39,LAC,25,5.7,81,48,10,4,5
2017,Paul Zipser,SF,22,CHI,44,6.9,240,125,36,15,16
2017,Pierre Jackson,PG,25,DAL,8,13,35,9,19,2,0
2017,Quincy Acy,PF,26,DAL,6,-1.4,13,8,0,0,0
2017,Quincy Acy,PF,26,BRK,32,13.1,209,107,18,14,15
2017,Quinn Cook,PG,23,DAL,5,6.9,27,3,12,1,0
2017,Quinn Cook,PG,23,NOP,9,15.3,52,4,14,3,0
2017,R.J. Hunter,SG,23,CHI,3,-3.2,0,1,0,0,0
2017,Rajon Rondo,PG,30,CHI,69,13.6,538,355,461,99,11
2017,Rakeem Christmas,PF,25,IND,29,10.4,59,56,4,3,6
2017,Ramon Sessions,PG,30,CHO,50,12.3,312,73,129,26,3
2017,Randy Foye,SG,33,BRK,69,7.3,357,155,135,35,9
2017,Rashad Vaughn,SG,20,MIL,41,7.8,142,49,23,19,10
2017,Raul Neto,PG,24,UTA,40,10.7,100,30,34,21,5
2017,Raymond Felton,PG,32,LAC,80,10.9,538,217,191,67,22
2017,Reggie Bullock,SF,25,DET,31,11.7,141,64,29,18,3
2017,Reggie Jackson,PG,26,DET,52,14.9,752,113,270,35,5
2017,Reggie Williams,SF,30,NOP,6,11.7,27,6,4,3,0
2017,Richard Jefferson,SF,36,CLE,79,8.2,448,202,78,26,10
2017,Richaun Holmes,C,23,PHI,57,18.6,559,311,58,42,55
2017,Ricky Rubio,PG,26,MIN,75,16.8,836,305,682,128,10
2017,Robert Covington,SF,26,PHI,67,13.2,864,436,102,127,69
2017,Robin Lopez,C,28,CHI,81,14.4,839,519,80,18,117
2017,Rodney Hood,SG,24,UTA,59,12.4,748,202,96,38,11
2017,Rodney McGruder,SG,25,MIA,78,9.1,497,257,124,45,18
2017,Rodney Stuckey,PG,30,IND,39,9.5,281,84,84,16,0
2017,Ron Baker,SG,23,NYK,52,7.5,215,98,107,34,8
2017,Rondae Hollis-Jefferson,SF,22,BRK,78,13.7,675,452,154,82,44
2017,Ronnie Price,PG,33,PHO,14,5.9,14,11,18,11,1
2017,Roy Hibbert,C,30,CHO,42,13.5,217,152,20,8,44
2017,Roy Hibbert,C,30,DEN,6,16.3,4,2,1,0,2
2017,Rudy Gay,SF,30,SAC,30,17.9,562,190,82,44,26
2017,Rudy Gobert,C,24,UTA,81,23.3,1137,1035,97,49,214
2017,Russell Westbrook,PG,28,OKC,81,30.6,2558,864,840,133,31
2017,Ryan Anderson,PF,28,HOU,72,13.5,979,330,68,32,14
2017,Ryan Kelly,PF,25,ATL,16,7.8,25,18,8,4,5
2017,Salah Mejri,C,30,DAL,73,14.8,213,308,14,32,61
2017,Sam Dekker,SF,22,HOU,77,13,504,284,76,38,21
2017,Sasha Vujacic,SG,32,NYK,42,8.6,124,59,52,13,2
2017,Sean Kilpatrick,SG,27,BRK,70,13.1,919,280,157,46,6
2017,Semaj Christon,PG,24,OKC,64,5.7,183,88,130,28,6
2017,Serge Ibaka,PF,27,ORL,56,17.5,846,382,60,34,91
2017,Serge Ibaka,PF,27,TOR,23,13.8,327,156,15,7,33
2017,Sergio Rodriguez,PG,30,PHI,68,11,530,157,344,48,4
2017,Seth Curry,PG,26,DAL,70,15.5,898,178,188,79,7
2017,Shabazz Muhammad,SF,24,MIN,78,14.9,772,220,35,22,6
2017,Shabazz Napier,PG,25,POR,53,13.6,218,61,67,32,2
2017,Shaun Livingston,PG,31,GSW,76,10.1,389,151,139,38,20
2017,Shawn Long,C,24,PHI,18,24.1,148,85,13,9,9
2017,Sheldon McClellan,SG,24,WAS,30,10.1,90,34,15,8,2
2017,Shelvin Mack,PG,26,UTA,55,10.9,430,128,154,42,3
2017,Skal Labissiere,PF,20,SAC,33,16.8,289,162,27,16,13
2017,Solomon Hill,SF,25,NOP,80,8,563,307,141,71,32
2017,Spencer Dinwiddie,PG,23,BRK,59,12.7,432,164,185,44,23
2017,Spencer Hawes,PF,28,CHO,35,14.8,254,146,62,13,26
2017,Spencer Hawes,PF,28,MIL,19,18.6,83,45,19,2,4
2017,Stanley Johnson,SF,20,DET,77,7.2,339,189,105,56,24
2017,Stephen Curry,PG,28,GSW,79,24.6,1999,353,523,143,17
2017,Stephen Zimmerman,C,20,ORL,19,7.3,23,35,4,2,5
2017,Steve Novak,PF,33,MIL,8,1.3,5,3,0,0,0
2017,Steven Adams,C,23,OKC,80,16.5,905,615,86,88,78
2017,T.J. McConnell,PG,24,PHI,81,13.7,556,251,534,134,10
2017,T.J. Warren,SF,23,PHO,66,15.6,951,339,75,76,39
2017,Taj Gibson,PF,31,CHI,55,15.5,639,383,60,28,51
2017,Taj Gibson,PF,31,OKC,23,13.8,207,103,13,14,15
2017,Tarik Black,C,25,LAL,67,15,383,342,39,30,44
2017,Taurean Waller-Prince,SF,22,ATL,59,9.8,335,157,55,43,27
2017,Terrence Jones,PF,25,NOP,51,16.2,584,303,58,39,53
2017,Terrence Jones,PF,25,MIL,3,1.5,0,3,0,1,1
2017,Terrence Ross,SF,25,TOR,54,14.9,559,139,45,54,20
2017,Terrence Ross,SF,25,ORL,24,11.1,299,68,43,34,13
2017,Terry Rozier,PG,22,BOS,74,10.8,410,227,131,45,11
2017,Thabo Sefolosha,SF,32,ATL,62,11.9,444,270,107,96,31
2017,Thaddeus Young,PF,28,IND,74,14.9,814,449,122,114,30
2017,Thomas Robinson,PF,25,LAL,48,17.3,241,223,31,26,9
2017,Thon Maker,C,19,MIL,57,14,226,114,23,10,26
2017,Tiago Splitter,C,32,PHI,8,15,39,22,4,1,1
2017,Tim Frazier,PG,26,NOP,65,12.4,464,173,335,56,6
2017,Tim Hardaway,SG,24,ATL,79,15.2,1143,224,182,55,15
2017,Tim Quarterman,SG,22,POR,16,10.2,31,14,11,2,3
2017,Timofey Mozgov,C,30,LAL,54,12.3,401,264,43,16,31
2017,Timothe Luwawu-Cabarrot,SF,21,PHI,69,8.5,445,149,75,32,10
2017,Tobias Harris,PF,24,DET,82,16.9,1321,416,142,60,39
2017,Tomas Satoransky,SG,25,WAS,57,8.5,154,83,92,26,6
2017,Toney Douglas,PG,30,MEM,24,10.6,117,61,56,18,5
2017,Tony Allen,SG,35,MEM,71,13.3,643,391,98,115,29
2017,Tony Parker,PG,34,SAS,63,13,638,113,285,33,2
2017,Tony Snell,SG,25,MIL,80,9.7,683,248,96,54,14
2017,Treveon Graham,SG,23,CHO,27,10.6,57,22,6,6,1
2017,Trevor Ariza,SF,31,HOU,80,12.3,936,459,175,147,20
2017,Trevor Booker,PF,29,BRK,71,15.7,709,570,138,76,28
2017,Trey Burke,PG,24,WAS,57,10.8,285,47,100,11,5
2017,Trey Lyles,PF,21,UTA,71,10,440,235,70,26,20
2017,Tristan Thompson,C,25,CLE,78,15.3,630,716,77,39,84
2017,Troy Daniels,SG,25,MEM,67,10.4,551,100,46,21,4
2017,Troy Williams,SF,22,MEM,24,7.6,127,45,19,24,9
2017,Troy Williams,SF,22,HOU,6,12.8,58,24,6,3,1
2017,Ty Lawson,PG,29,SAC,69,15.4,681,179,335,74,6
2017,Tyler Ennis,PG,22,HOU,31,4,58,19,34,6,0
2017,Tyler Ennis,PG,22,LAL,22,14.6,170,27,52,20,2
2017,Tyler Johnson,PG,24,MIA,73,15.9,1002,293,233,84,44
2017,Tyler Ulis,PG,21,PHO,61,13,444,95,226,48,5
2017,Tyler Zeller,C,27,BOS,51,13,178,124,42,7,21
2017,Tyreke Evans,SF,27,NOP,26,15.8,248,86,91,23,4
2017,Tyreke Evans,SF,27,SAC,14,14.9,163,51,33,12,5
2017,Tyson Chandler,C,34,PHO,47,16.6,397,539,30,33,24
2017,Tyus Jones,PG,20,MIN,60,13.8,209,67,156,47,5
2017,Udonis Haslem,C,36,MIA,17,8.4,31,36,6,5,1
2017,Victor Oladipo,SG,24,OKC,67,13.6,1067,291,176,78,21
2017,Vince Carter,SF,40,MEM,73,11.7,586,227,133,60,36
2017,Wade Baldwin,PG,20,MEM,33,6.4,106,46,61,18,7
2017,Wayne Ellington,SG,29,MIA,62,12.6,648,133,70,35,4
2017,Wayne Selden,SG,22,NOP,3,10,16,5,1,2,0
2017,Wayne Selden,SG,22,MEM,11,6.2,55,11,12,4,1
2017,Wesley Johnson,SF,29,LAC,68,8.4,186,181,23,29,30
2017,Wesley Matthews,SG,30,DAL,73,11.9,986,259,210,77,16
2017,Will Barton,SG,26,DEN,60,15.5,820,258,206,48,28
2017,Willie Cauley-Stein,C,23,SAC,75,16.4,611,340,80,53,45
2017,Willie Reed,C,26,MIA,71,17.1,374,332,26,18,47
2017,Willy Hernangomez,C,22,NYK,72,18.9,587,502,96,41,36
2017,Wilson Chandler,SF,29,DEN,71,14.9,1117,459,141,52,30
2017,Yogi Ferrell,PG,23,BRK,10,6.5,54,12,17,2,2
2017,Yogi Ferrell,PG,23,DAL,36,14.1,408,99,155,40,7
2017,Zach LaVine,SG,21,MIN,47,14.6,889,159,139,41,10
2017,Zach Randolph,PF,35,MEM,73,18.5,1028,598,122,38,10
2017,Zaza Pachulia,C,32,GSW,70,16.1,426,410,132,59,33
2016,Aaron Brooks,PG,31,CHI,69,11.8,491,101,180,30,10
2016,Aaron Gordon,PF,20,ORL,78,17,719,507,128,59,55
2016,Aaron Harrison,SG,21,CHO,21,4.3,18,15,2,6,0
2016,Adreian Payne,PF,24,MIN,52,5.6,132,111,29,16,11
2016,Al Horford,C,29,ATL,82,19.4,1249,596,263,68,121
2016,Al Jefferson,C,31,CHO,47,18.2,562,301,70,30,41
2016,Al-Farouq Aminu,SF,25,POR,82,12.7,839,499,138,72,53
2016,Alan Anderson,SG,33,WAS,13,9.2,65,27,14,4,1
2016,Alan Williams,PF,23,PHO,10,21.1,29,38,5,4,5
2016,Alec Burks,SG,24,UTA,31,14.3,412,109,63,18,4
2016,Alex Len,C,22,PHO,78,12.4,703,594,97,38,62
2016,Alex Stepheson,PF,28,LAC,4,8.9,2,2,0,0,2
2016,Alex Stepheson,PF,28,MEM,4,16,20,26,2,1,3
2016,Alexis Ajinca,C,27,NOP,59,13.8,352,269,31,19,36
2016,Allen Crabbe,SG,23,POR,81,12.2,832,216,99,63,16
2016,Alonzo Gee,SF,28,NOP,73,8.4,325,245,72,63,13
2016,Amar'e Stoudemire,C,33,MIA,52,17.3,300,222,27,18,41
2016,Amir Johnson,PF,28,BOS,79,16,577,505,138,52,83
2016,Anderson Varejao,C,33,CLE,31,11.2,80,91,20,11,5
2016,Anderson Varejao,C,33,GSW,22,11,58,50,15,5,5
2016,Andre Drummond,C,22,DET,81,21.2,1314,1198,67,119,112
2016,Andre Iguodala,SF,32,GSW,65,12.2,457,263,219,73,19
2016,Andre Miller,PG,39,MIN,26,13.7,88,24,58,9,0
2016,Andre Miller,PG,39,SAS,13,12.9,56,27,29,7,0
2016,Andre Roberson,SG,24,OKC,70,10.2,337,251,47,53,42
2016,Andrea Bargnani,C,30,BRK,46,11.8,304,97,18,4,9
2016,Andrew Bogut,C,31,GSW,70,15.9,375,492,162,33,114
2016,Andrew Goudelock,PG,27,HOU,8,12.4,22,2,4,6,2
2016,Andrew Nicholson,PF,26,ORL,56,14.8,384,201,25,10,22
2016,Andrew Wiggins,SF,20,MIN,81,16.5,1675,291,164,78,46
2016,Anthony Bennett,PF,22,TOR,19,10.4,28,23,0,5,0
2016,Anthony Brown,SF,23,LAL,29,4.9,115,70,19,14,5
2016,Anthony Davis,C,22,NOP,61,25,1481,627,116,78,125
2016,Anthony Morrow,SG,30,OKC,68,10.7,380,62,24,22,5
2016,Anthony Tolliver,PF,30,DET,72,10.2,383,229,52,26,16
2016,Archie Goodwin,PG,21,PHO,57,11.1,505,142,118,27,13
2016,Aron Baynes,C,29,DET,81,17.8,514,384,51,21,52
2016,Arron Afflalo,SG,30,NYK,71,10.9,909,266,144,25,10
2016,Austin Rivers,SG,23,LAC,67,11.1,593,130,99,48,9
2016,Avery Bradley,SG,25,BOS,76,13.2,1155,220,158,117,19
2016,Axel Toupane,SF,23,DEN,21,7.1,76,31,15,7,6
2016,Ben McLemore,SG,22,SAC,68,8.6,531,148,79,52,10
2016,Beno Udrih,PG,33,MEM,8,12.6,47,9,26,3,1
2016,Beno Udrih,PG,33,MIA,36,8.9,158,63,90,11,0
2016,Bismack Biyombo,C,23,TOR,82,14.9,454,655,29,19,133
2016,Blake Griffin,PF,26,LAC,35,22.1,749,294,170,28,17
2016,Boban Marjanovic,C,27,SAS,54,27.7,297,194,21,12,23
2016,Bobby Portis,PF,20,CHI,62,13.8,436,337,52,25,22
2016,Bojan Bogdanovic,SF,26,BRK,79,10.7,887,255,99,29,5
2016,Boris Diaw,PF,33,SAS,76,14,485,233,176,26,21
2016,Bradley Beal,SG,22,WAS,55,15.5,958,188,162,54,11
2016,Brandan Wright,PF,28,MEM,12,18.3,83,43,6,5,15
2016,Branden Dawson,PF,22,LAC,6,7.1,5,4,0,0,1
2016,Brandon Bass,PF,30,LAL,66,17.4,473,285,74,33,55
2016,Brandon Jennings,PG,26,DET,23,13.1,157,46,70,11,2
2016,Brandon Jennings,PG,26,ORL,25,14.3,175,50,100,18,5
2016,Brandon Knight,SG,24,PHO,52,14.7,1018,202,263,61,20
2016,Brandon Rush,SG,30,GSW,72,10.1,305,181,57,20,23
2016,Brian Roberts,PG,30,CHO,30,13.9,145,29,38,7,1
2016,Brian Roberts,PG,30,POR,21,13.7,60,12,16,3,1
2016,Briante Weber,PG,23,MEM,6,8.3,29,24,20,9,3
2016,Briante Weber,PG,23,MIA,1,39.3,2,1,1,0,0
2016,Brook Lopez,C,27,BRK,73,21.7,1501,573,147,58,124
2016,Bruno Caboclo,SF,20,TOR,6,-7.7,3,2,1,2,1
2016,Bryce Cotton,PG,23,PHO,3,-3.3,4,0,3,3,0
2016,Bryce Cotton,PG,23,MEM,5,29.1,4,0,0,0,0
2016,Bryce Dejean-Jones,SG,23,NOP,14,9.6,79,48,15,10,2
2016,C.J. McCollum,SG,24,POR,80,17.7,1666,259,341,97,23
2016,C.J. Miles,SF,28,IND,64,14,753,175,63,53,29
2016,C.J. Watson,PG,31,ORL,33,8.6,142,66,88,19,5
2016,C.J. Wilcox,SG,25,LAC,23,12.9,70,12,10,10,2
2016,Cameron Bairstow,C,25,CHI,18,6.8,34,28,6,2,3
2016,Cameron Payne,PG,21,OKC,57,12.9,283,85,108,36,6
2016,Carl Landry,PF,32,PHI,36,22.4,351,146,32,12,9
2016,Carmelo Anthony,SF,31,NYK,72,20.3,1573,556,299,62,38
2016,Caron Butler,SF,35,SAC,17,11.3,63,22,10,9,1
2016,Chandler Parsons,SF,27,DAL,61,16.2,837,285,169,46,21
2016,Channing Frye,PF,32,ORL,44,11.8,229,141,45,21,20
2016,Channing Frye,C,32,CLE,26,14.9,196,93,26,8,8
2016,Charlie Villanueva,PF,31,DAL,62,11.9,319,152,24,18,15
2016,Chase Budinger,SF,27,IND,49,11.1,216,121,49,29,9
2016,Chase Budinger,SF,27,PHO,17,9.2,55,29,15,3,1
2016,Chris Andersen,C,37,MIA,7,17.6,13,9,3,1,3
2016,Chris Andersen,C,37,MEM,20,15.1,92,89,9,14,10
2016,Chris Bosh,PF,31,MIA,53,20.2,1010,390,128,36,34
2016,Chris Copeland,PF,31,MIL,24,5.4,50,10,11,2,0
2016,Chris Johnson,SF,25,UTA,70,8.2,205,132,45,32,20
2016,Chris Kaman,C,33,POR,16,11.1,44,24,11,1,1
2016,Chris McCullough,PF,20,BRK,24,12.2,112,68,9,28,12
2016,Chris Paul,PG,30,LAC,74,26.2,1446,310,738,152,13
2016,Christian Wood,PF,20,PHI,17,16.4,61,38,3,5,7
2016,Chuck Hayes,C,32,HOU,2,1.6,4,8,2,0,0
2016,Cleanthony Early,SF,24,NYK,17,2.2,31,26,6,2,3
2016,Cliff Alexander,PF,20,POR,8,11.6,10,6,0,1,2
2016,Clint Capela,C,21,HOU,77,18.3,542,494,47,59,92
2016,Cody Zeller,C,23,CHO,73,16.1,638,455,71,57,63
2016,Cole Aldrich,C,27,LAC,60,21.3,328,288,50,47,68
2016,Corey Brewer,SF,29,HOU,82,9.9,590,199,109,84,19
2016,Cory Jefferson,PF,25,PHO,8,12.7,22,16,0,0,1
2016,Cory Joseph,SG,24,TOR,80,12.4,677,210,250,63,20
2016,Coty Clarke,SF,23,BOS,3,23.9,6,1,0,0,0
2016,Courtney Lee,SG,30,MEM,51,11.7,511,118,76,52,16
2016,Courtney Lee,SG,30,CHO,28,11.2,250,87,60,33,12
2016,Cristiano Felicio,C,23,CHI,31,17.6,105,102,26,6,13
2016,D.J. Augustin,PG,28,OKC,34,8.7,142,43,66,13,2
2016,D.J. Augustin,PG,28,DEN,28,18,325,52,132,25,2
2016,D'Angelo Russell,PG,19,LAL,80,13.2,1054,274,266,93,13
2016,Dahntay Jones,SF,35,CLE,1,10.3,13,5,2,1,2
2016,Damian Lillard,PG,25,POR,75,22.2,1879,302,512,65,28
2016,Damien Inglis,SF,20,MIL,20,6.7,36,31,10,6,3
2016,Damjan Rudez,SF,29,MIN,33,5.5,75,20,11,3,1
2016,Danilo Gallinari,SF,27,DEN,53,19,1036,281,135,42,19
2016,Danny Green,SG,28,SAS,79,10.5,572,303,141,79,64
2016,Dante Cunningham,SF,28,NOP,80,8.6,484,236,77,42,33
2016,Darrell Arthur,PF,27,DEN,70,12.5,527,293,96,53,48
2016,Darren Collison,PG,28,SAC,74,15.9,1035,169,318,76,4
2016,Darrun Hilliard,SG,22,DET,38,10.7,152,45,27,9,1
2016,David Lee,PF,32,BOS,30,15.5,214,130,54,12,13
2016,David Lee,PF,32,DAL,25,24,213,175,30,10,15
2016,David West,PF,35,SAS,78,17.6,554,309,143,44,55
2016,DeAndre Jordan,C,27,LAC,77,20.6,980,1059,90,51,177
2016,DeJuan Blair,C,26,WAS,29,5.4,61,57,11,8,2
2016,Delon Wright,PG,23,TOR,27,17.8,103,37,31,8,3
2016,DeMar DeRozan,SG,26,TOR,78,21.5,1830,349,315,81,21
2016,DeMarcus Cousins,C,25,SAC,65,23.6,1748,747,214,101,92
2016,DeMarre Carroll,SF,29,TOR,26,11.9,286,122,27,44,6
2016,Dennis Schroder,PG,22,ATL,80,15.5,879,204,349,70,9
2016,Deron Williams,PG,31,DAL,65,14.6,918,190,378,61,14
2016,Derrick Favors,PF,24,UTA,62,21.6,1016,503,94,74,91
2016,Derrick Rose,PG,27,CHI,66,13.5,1080,225,311,44,14
2016,Derrick Williams,SF,24,NYK,80,17.2,746,296,75,29,9
2016,Devin Booker,SG,19,PHO,76,11.9,1048,187,200,44,20
2016,Devin Harris,PG,32,DAL,64,13.1,487,138,118,60,13
2016,Devyn Marble,SG,23,ORL,28,5.2,60,38,12,13,1
2016,Dewayne Dedmon,C,26,ORL,58,17,255,228,13,22,46
2016,Dion Waiters,SG,24,OKC,78,9.4,762,202,154,81,15
2016,Dirk Nowitzki,PF,37,DAL,75,19,1372,489,132,52,52
2016,Donald Sloan,PG,28,BRK,61,13.9,424,173,268,32,4
2016,Donatas Motiejunas,PF,25,HOU,37,11.3,230,109,41,17,5
2016,Doug McDermott,SF,24,CHI,81,10.9,764,195,59,14,6
2016,Draymond Green,PF,25,GSW,81,19.3,1131,769,598,119,113
2016,Drew Gooden,PF,34,WAS,30,7.5,82,85,13,8,11
2016,Duje Dukan,SF,24,SAC,1,4.2,6,4,1,1,0
2016,Dwight Howard,C,30,HOU,71,18.9,976,835,98,69,113
2016,Dwight Powell,PF,24,DAL,69,16.8,399,273,44,36,24
2016,Dwyane Wade,SG,34,MIA,74,20.3,1409,302,344,79,42
2016,E'Twaun Moore,SG,26,CHI,59,11.4,443,133,99,37,18
2016,Ed Davis,PF,26,POR,81,18.7,526,599,88,57,72
2016,Elfrid Payton,PG,21,ORL,73,13.9,778,261,468,89,20
2016,Elijah Millsap,SG,28,UTA,20,6.5,36,35,19,7,3
2016,Elliot Williams,PG,26,MEM,5,3.3,8,4,4,0,0
2016,Elton Brand,C,36,PHI,17,11.4,70,63,18,9,8
2016,Emmanuel Mudiay,PG,19,DEN,68,9.9,872,232,372,65,35
2016,Enes Kanter,C,23,OKC,82,24,1038,664,33,26,33
2016,Eric Bledsoe,PG,26,PHO,31,20,632,125,190,63,19
2016,Eric Gordon,SG,27,NOP,45,13.5,686,99,121,43,14
2016,Eric Moreland,PF,24,SAC,8,7.4,8,11,1,0,4
2016,Erick Green,PG,24,DEN,3,0.9,0,1,1,0,0
2016,Erick Green,PG,24,UTA,6,14.7,13,5,2,1,0
2016,Ersan Ilyasova,PF,28,DET,52,14.1,589,282,55,38,27
2016,Ersan Ilyasova,PF,28,ORL,22,14.7,178,121,12,14,6
2016,Evan Fournier,SF,23,ORL,79,14.6,1213,225,213,96,2
2016,Evan Turner,SG,27,BOS,81,13.6,854,397,359,80,28
2016,Festus Ezeli,C,26,GSW,46,17.7,320,257,32,18,50
2016,Frank Kaminsky,C,22,CHO,81,12.5,606,335,98,38,43
2016,Garrett Temple,SF,29,WAS,80,9.3,582,212,140,69,18
2016,Gary Harris,SG,21,DEN,76,12.7,932,220,147,97,18
2016,Gary Neal,SG,31,WAS,40,13.5,390,83,47,20,1
2016,George Hill,PG,29,IND,74,13.2,894,298,259,83,17
2016,Gerald Green,SG,30,MIA,69,10.1,616,163,56,38,19
2016,Gerald Henderson,SG,28,POR,72,12.9,624,211,75,39,19
2016,Giannis Antetokounmpo,PG,21,MIL,80,18.8,1350,612,345,94,113
2016,Glenn Robinson,SF,22,IND,45,11.4,171,68,26,17,9
2016,Goran Dragic,PG,29,MIA,72,15.5,1018,277,419,71,17
2016,Gordon Hayward,SF,25,UTA,80,18.3,1578,397,296,95,27
2016,Gorgui Dieng,C,26,MIN,82,17.1,827,585,143,94,96
2016,Greg Monroe,C,25,MIL,79,21.8,1210,696,178,72,67
2016,Greg Smith,PF,25,MIN,18,7.9,43,42,6,4,1
2016,Greivis Vasquez,PG,29,MIL,23,7.4,130,47,91,10,0
2016,Harrison Barnes,SF,23,GSW,66,12.3,774,325,117,41,10
2016,Hassan Whiteside,C,26,MIA,73,25.7,1040,865,30,44,269
2016,Henry Sims,C,25,BRK,14,13.9,91,72,9,9,14
2016,Hollis Thompson,SG,24,PHI,77,9.2,758,272,99,36,24
2016,Ian Clark,SG,24,GSW,66,11.5,236,68,64,17,13
2016,Ian Mahinmi,C,29,IND,71,16.6,660,507,104,65,75
2016,Iman Shumpert,SG,25,CLE,54,8.4,311,203,92,54,19
2016,Isaiah Canaan,SG,24,PHI,77,11.1,846,174,137,56,12
2016,Isaiah Thomas,PG,26,BOS,82,21.5,1823,243,509,91,9
2016,Ish Smith,PG,27,NOP,27,16.3,239,92,154,24,6
2016,Ish Smith,PG,27,PHI,50,14.4,733,213,348,64,18
2016,J.J. Barea,PG,31,DAL,74,15.4,808,152,302,26,2
2016,J.J. Hickson,C,27,DEN,20,15.8,137,87,16,10,12
2016,J.J. Hickson,C,27,WAS,15,18.9,69,45,7,5,2
2016,J.J. O'Brien,SF,23,UTA,2,1.3,0,1,0,1,0
2016,J.J. Redick,SG,31,LAC,75,17.5,1226,139,106,42,5
2016,J.R. Smith,SG,30,CLE,77,12.4,955,217,130,81,21
2016,Jabari Parker,PF,20,MIL,76,14.8,1070,395,130,69,29
2016,Jae Crowder,SF,25,BOS,73,15.8,1038,373,135,126,35
2016,Jahlil Okafor,C,20,PHI,53,17.1,928,373,65,22,61
2016,JaKarr Sampson,SF,22,PHI,47,7.7,240,129,30,11,16
2016,JaKarr Sampson,SF,22,DEN,26,9.3,134,61,16,12,17
2016,Jamal Crawford,SG,35,LAC,79,14,1120,145,183,52,12
2016,Jameer Nelson,PG,33,DEN,39,9.5,299,115,190,25,5
2016,James Anderson,SG,26,SAC,51,6,179,86,41,21,14
2016,James Ennis,SF,25,MIA,3,2.4,0,0,1,0,0
2016,James Ennis,SF,25,MEM,10,18.3,16,7,2,4,2
2016,James Ennis,SF,25,NOP,9,18.1,143,35,18,12,3
2016,James Harden,SG,26,HOU,82,25.3,2376,501,612,139,51
2016,James Johnson,PF,28,TOR,57,11.4,287,126,67,29,33
2016,James Jones,SF,35,CLE,48,11.6,178,50,14,11,10
2016,James Michael,PF,23,GSW,41,15.9,117,58,17,10,8
2016,James Young,SG,20,BOS,29,3.6,29,26,9,6,1
2016,JaMychal Green,PF,25,MEM,78,14.6,578,373,67,46,33
2016,Jared Cunningham,SG,24,CLE,40,5.9,104,29,19,12,2
2016,Jared Cunningham,SG,24,MIL,4,5.8,16,9,1,2,0
2016,Jared Dudley,PF,30,WAS,81,11.7,638,286,170,75,18
2016,Jared Sullinger,PF,23,BOS,81,16.7,834,673,187,75,47
2016,Jarell Eddie,SF,24,WAS,26,11,63,23,5,5,1
2016,Jarell Martin,PF,21,MEM,27,14,153,86,15,8,7
2016,Jarnell Stokes,C,22,MEM,2,13.6,0,2,0,0,0
2016,Jarnell Stokes,C,22,MIA,5,21.8,7,2,1,1,0
2016,Jarrett Jack,PG,32,BRK,32,14.5,411,136,236,34,7
2016,Jason Smith,C,29,ORL,76,14.6,546,219,62,33,65
